"id","course_name","created_at","parent_id","description"
"32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","Grade 4","2020-12-05T07:16:19.000Z",,"course"
"00c0e5cf-fef4-4f6e-b0dd-f53d52d9e1de","SOCIAL SCIENCE","2020-12-06T01:08:58.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","sub"
"57d129bc-578f-48f2-aa74-e8e64968f185","URDU","2021-02-01T01:25:40.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","SUB"
"8aaae5d9-2379-4d9c-b5d7-40601296afcb","SCIENCE","2020-12-06T01:08:10.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","sub"
"ba539f17-b1ac-42e2-9ba1-afcce41f40b8","HINDI","2021-02-01T01:23:53.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","SUB"
"c285579a-b9ec-447f-a049-900a4ca4edb4","KANNADA","2021-08-14T01:44:06.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","TOPIC"
"c6a7295c-4b05-43ca-8259-90c06b2135bd","TAMIL","2021-02-09T03:42:33.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","SUB"
"d2f8ea78-ca80-4ebd-a757-202f8eb2c1c2","COMPUTER SCIENCE","2021-08-10T04:15:37.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","SUB"
"d5711586-e3ea-4304-b9b8-0dc3f6e6f334","ENGLISH","2020-12-06T01:09:17.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","sub"
"f004c881-1439-4f04-8c73-69be480436fd","MATHEMATICS","2020-12-06T01:07:36.000Z","32ed51d8-b8cc-41cd-bc33-bb8f9b2fbd5b","sub"
"43c553a2-ee47-4341-ad29-dc14f78e915f","Air and its uses","2020-12-19T02:33:28.000Z","8aaae5d9-2379-4d9c-b5d7-40601296afcb","CHAPTER"
"fc176969-2ca0-429b-8823-536f1b66b468","CH-Food and fun.","2020-12-19T02:35:13.000Z","8aaae5d9-2379-4d9c-b5d7-40601296afcb","CHAPTER"
"20a9f2ac-0b6d-45ef-b7a8-397e1b2f3a4b","CH-Tables and Shares","2020-12-19T05:53:11.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"2eee7779-142c-43db-8dc2-21156182d0ff","CH-Play with patterns","2020-12-19T05:52:40.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"36677e24-9400-4e50-9573-6db17490fa4e","CH-Smart charts","2020-12-19T05:54:40.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"54e37c9f-abd0-4b51-9473-af65d03523eb","CH-Fields and Fences","2020-12-19T05:53:55.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"6b9f9dd9-8ef6-4999-a854-cf50d23fe54a","CH-Jugs and Mugs","2020-12-19T05:39:40.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"7313672d-7aa0-413d-bfe3-220f606fac00","Trip to Bhopal","2020-12-19T04:54:09.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"88c7d70d-8d7c-4876-8c01-a1750c45e25a","CH-Halves and Quarters","2020-12-19T05:51:35.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
"c5cf17b0-540c-4f24-b312-22d3d314fa8a","CH-Tick-Tick-Tick","2020-12-19T05:55:45.000Z","f004c881-1439-4f04-8c73-69be480436fd","CHAPTER"
