"id","course_name","created_at","parent_id","description"
"0a53069e-7eb0-4597-9e66-c9deffd003fc","Grade 7","2020-12-05T07:14:52.000Z",,"course"
"00ef584a-7e58-4532-b732-e7a8020bff5d","KANNADA","2021-08-19T02:29:40.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","SUBJECT"
"103f9850-02bb-4e7d-ab82-135159524d02","PHYSICS","2021-08-16T04:49:24.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","CHAPTER"
"44f57c1a-3175-4668-9b23-8f4ef97cc0d8","URDU","2021-02-01T01:32:28.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","SUB"
"5018f05a-3c45-4965-837d-bf56243be93b","COMPUTER SCIENCE","2021-08-10T04:16:55.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","SUB"
"66523b13-4b37-442f-a409-e4dce80e41c4","MATHEMATICS","2020-12-06T01:17:39.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","sub"
"79baa279-98c4-4644-9b93-04323a049f39","TAMIL","2020-12-06T01:19:15.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","sub"
"a3f39663-9633-4c49-b093-edbb09134bfc","ENGLISH","2020-12-06T01:18:53.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","sub"
"a617b920-da36-40a2-9f7e-27a1bab27778","HINDI","2020-12-06T01:19:36.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","sub"
"add51a35-cdff-46cc-9e99-df9707cebbcd","BIOLOGY","2021-08-16T04:52:14.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","CHAPTER"
"b94d7271-dcaf-4f92-9faf-aa790759e346","CH17-Forest :our lifeline","2020-12-09T23:33:02.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","Chapter"
"caefdff0-06b8-45a9-ad6e-ee16a7fc4128","CH2-Nutrition in animals","2020-12-09T06:05:24.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","Chapter"
"d99925ed-a56f-4758-8bbf-f03e470cea9c","SCIENCE","2020-12-06T01:18:03.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","sub"
"df29706a-f2a4-4264-a8ed-282a7a636ce8","SOCIAL SCIENCE","2020-12-06T01:18:34.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","sub"
"fcb0e774-27ad-4592-92f8-d19405001cdf","CHEMISTRY","2021-08-16T04:49:53.000Z","0a53069e-7eb0-4597-9e66-c9deffd003fc","CHAPTER"
"0f4a43b8-4e1c-410c-8485-d5ecef49c124","CH6-Physical and Chemical change","2020-12-09T05:35:46.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"276b41cd-1696-480e-935a-0104e5d2c644","CH4-Heat","2020-12-09T05:32:48.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"2bd30cbf-0afc-4eae-ab51-0fed11376002","CH8-Comparing quantities","2020-12-22T03:04:53.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"2e32295c-c06a-4a8b-800d-bdb8ba7db103","CH3-Data Handling","2020-12-22T02:59:31.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"391473ea-1f6b-4bfc-afae-c66f143e0383","CH1-Integers","2020-12-22T02:56:53.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"4874ef9d-c049-4fcf-93e0-dd006da4ad3f","CH7-Congruence of Triangles","2020-12-22T03:03:40.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"654dbf66-bd63-40e5-9317-93fc23766053","CH9-Rational numbers","2020-12-22T03:05:54.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"6b993a95-1aa0-4ca3-9703-857100ed0403","CH7-Weather, climate and Adaptation of animals to climate","2020-12-09T05:37:23.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"73e72182-a400-4d8e-a91a-7cbb25261986","CH2-Fraction and Decimals","2020-12-22T02:57:56.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"742296f8-ec74-407e-ab91-376c6cd869cf","CH6-The triangle and its properties","2020-12-22T03:02:42.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"75ddcfe9-82ca-4ad7-9bfc-c5ad4af2970d","CH8-Wind, Strom & cyclones","2020-12-09T05:38:31.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"89ed746b-287a-4752-8a46-a110ffdea2df","CH1-Integers","2020-12-09T05:26:56.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"972b6f91-2b95-41fb-9958-1770f93d9e9d","CH4-Simple equation","2020-12-22T03:00:38.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"9bcf51dd-11f4-4d49-988b-230c28441b10","CH10-Practical geometry","2020-12-22T03:07:14.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"9ed6740a-e038-4f1f-9e1f-f66f3876acfc","CH2-Fraction and Decimals","2020-12-09T05:28:11.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"ad7fdd05-1b5d-4edb-aa6a-c02e16b96125","CH14-Symmetry","2020-12-22T03:23:52.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"b31d321e-0c04-42b4-8fa7-cb5095ffb24b","CH5-Acids, Bases ans salts","2020-12-09T05:34:19.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"b40938a9-3477-4cfc-9d2b-b0d3b8953874","CH15-Visualising solid shapes","2020-12-22T03:26:23.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"b822a406-7f9f-41ff-a02f-a0f419322214","CH11-Transportation in animals and plants","2020-12-09T05:41:44.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"c678eaa7-d746-4e25-bb3f-c2461dde4f1a","CH3-Fibre to fabric-","2020-12-09T05:30:53.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
"d7bb2bb7-65d5-4879-94a1-0d965ddd17a7","CH13-Motion and time","2020-12-09T05:45:17.000Z","66523b13-4b37-442f-a409-e4dce80e41c4","Chapter"
