"id","course_name","created_at","parent_id","description"
"c1134297-ea22-4480-b7bd-0aa72328d524","CH9-Data Handling","2020-12-18T05:09:29.000Z","e7f2d3c1-f130-4d08-ac2d-02330d2d92eb","CHAPTER"
"f12e1730-bcfe-4c76-9ab3-2fb3fd219449","CH5-Numbers from Ten to Twenty","2020-12-18T05:05:09.000Z","e7f2d3c1-f130-4d08-ac2d-02330d2d92eb","CHAPTER"
"b5517211-3fe0-4982-a82f-d867a8f03fe1","Addition up to 20","2020-12-18T05:19:26.000Z","101c8d77-5dc3-4770-8295-276b8ed4adf4","TOPIC"
"b6041ad6-326e-4546-9193-83f12f3ea535","Measurement","2020-12-18T06:45:25.000Z","2130267e-18e2-451e-a857-8f06f4e2e3da","TOPIC"
"dc271df5-9da0-408a-ab4a-c3b5d5afc606","Numbers from 51 to 100","2020-12-18T06:51:54.000Z","2fef145b-475b-4174-b934-7c1aae042573","TOPIC"
"757b7b42-2a88-4857-aeb8-c761e9658f0b","Numbers from 21 to 99","2020-12-18T06:48:09.000Z","3e07e005-b962-4f3a-9548-172b4f817554","TOPIC"
"d50f1477-f6c9-43ae-ae81-47fb3af3bed3","Solids around us","2020-12-18T05:17:50.000Z","3f084146-a71a-478b-a862-b735a2c728da","TOPIC"
"b9b231ff-b47c-4793-b099-ff5894178503","Patterns","2020-12-18T06:50:15.000Z","620adc68-16a7-4892-a3f1-5800d50d3602","TOPIC"
"aca5c4bf-80e8-40e3-9ccd-d7adcde661fb","Time","2020-12-18T06:44:10.000Z","6a777275-5726-43a7-940a-d0cc42222f6b","TOPIC"
"cd43679b-ff20-4fbe-9d80-39c5c66a8143","How many","2020-12-18T06:52:42.000Z","6fff4a8b-1741-4442-ad13-70739aa2f5b6","TOPIC"
"84e129cb-d5fa-490d-a271-d5caf73373ac","Subtraction up to 20","2020-12-18T05:20:24.000Z","93c0722d-c634-44d1-aff7-6caa32ff8f66","TOPIC"
"a2ba32ab-a9b7-4554-8647-df4d45a57bb6","Data Handling","2020-12-18T06:49:40.000Z","c1134297-ea22-4480-b7bd-0aa72328d524","TOPIC"
"8ff6a90a-c1fd-41b8-9397-86fbb1616c2d","Number from 10 to 20","2020-12-18T06:43:27.000Z","f12e1730-bcfe-4c76-9ab3-2fb3fd219449","TOPIC"
